acc_x,acc_y,acc_z,eda,bvp,hr,temp,pain_level
0.4363,-0.9149,-0.0797,1.831,80.4,103.7,33.5,7
0.0454,-0.1034,0.0104,0.571,58.2,57.3,34.21,1
0.1309,-0.0127,-0.0375,1.611,63.0,50.9,34.26,3
-0.1114,0.3135,0.1645,1.843,77.3,75.5,33.88,6
-0.3852,0.1974,-0.4325,0.711,71.3,71.6,33.82,2
0.5196,-0.8064,-0.881,2.593,79.7,87.3,33.75,7
0.1327,-0.1322,-0.4841,1.137,76.9,79.1,33.48,4
0.1841,-0.1073,-0.3795,1.76,74.4,68.9,33.53,5
1.2619,-0.7955,0.5847,0.896,80.7,96.5,33.66,5
0.252,-1.1381,-0.8937,2.951,73.7,122.3,33.05,8
-0.3626,-0.8047,0.2544,1.949,76.8,90.7,33.64,7
0.0592,0.0289,-0.0642,1.397,75.0,52.6,33.91,2
-0.0767,0.0195,-0.0267,0.065,78.2,55.7,34.07,1
-0.0623,-0.0276,0.04,1.613,78.2,60.2,33.75,4
-0.0619,-0.0209,0.0103,0.226,72.2,65.0,34.04,1
-0.0223,0.0516,0.0484,1.64,66.8,56.3,33.81,3
-0.0286,0.0861,0.0126,0.458,72.8,58.1,34.12,1
0.1024,1.449,0.6148,1.779,64.5,98.2,33.5,7
0.4612,-0.1538,0.0799,0.865,80.1,76.6,33.67,4
-0.0192,0.0651,0.0706,0.824,63.1,52.4,33.78,1
0.0281,0.0234,0.0262,0.506,62.9,53.0,34.57,1
-0.424,-0.1291,-0.2464,0.505,75.7,76.2,33.6,2
-0.0908,-0.0178,0.01,1.386,69.5,38.7,33.45,1
0.6988,-0.6484,-0.8805,2.747,86.6,94.6,33.83,8
0.0419,0.2378,-0.3383,0.106,76.4,79.0,33.69,1
0.0362,0.0331,0.0335,0.299,76.5,60.5,33.49,1
-0.5016,-1.0764,-0.554,1.639,79.4,98.2,34.24,7
-0.1347,0.4246,-0.0154,1.04,72.5,69.3,33.63,3
0.0394,0.0169,0.0915,0.808,66.8,61.6,34.56,2
-0.4199,-0.415,-0.0424,1.256,70.6,74.9,33.49,4
-1.0467,-0.0991,-0.148,2.584,83.6,96.5,33.69,8
0.569,-0.3417,0.0231,0.981,66.1,82.6,33.37,4
-0.3409,0.2072,-0.2349,0.869,71.6,96.4,33.77,5
0.3487,-0.8728,2.3406,3.268,82.5,116.8,33.75,8
-1.6785,-0.9554,2.582,2.825,82.0,115.2,34.03,8
-0.2341,-0.1621,-0.2046,0.344,79.1,77.8,32.91,2
0.2304,0.2473,0.2441,1.323,69.9,69.4,33.59,4
-0.579,1.0922,0.6619,2.413,82.8,93.3,33.66,8
0.0213,-0.0347,0.0426,0.571,74.6,44.9,33.83,1
-0.0239,0.0011,-0.0398,1.038,73.5,53.5,33.58,2
-0.1703,0.0382,-0.4423,1.262,72.5,75.2,33.76,5
-0.1246,-0.173,0.1451,1.098,73.2,73.3,33.9,4
-0.0455,-0.0409,-0.1829,0.816,68.3,74.6,32.99,3
-0.1471,0.4692,-0.1685,0.89,74.4,74.3,34.01,4
-1.2255,0.9286,0.515,2.176,74.6,93.3,33.6,7
0.013,0.0016,-0.0687,1.423,71.3,64.6,33.98,4
-0.0268,0.0004,0.038,1.513,72.1,61.2,34.16,5
0.0066,-0.4679,-0.6962,1.385,77.2,96.6,33.08,6
-1.331,-0.1714,-1.189,2.139,86.8,118.4,33.87,8
0.3298,-0.0993,0.011,1.121,70.6,72.4,33.49,4
0.13,0.1155,-0.0002,0.687,63.5,51.7,33.96,1
0.0222,-0.0049,-0.123,0.571,70.5,49.4,34.04,1
0.0374,0.032,-0.091,0.823,79.9,57.7,33.46,1
-0.6835,0.4754,2.3714,1.335,86.6,113.5,34.11,7
0.0486,-0.0248,-0.0034,0.889,72.3,49.6,33.16,1
0.0086,-0.0121,0.0077,1.066,74.8,52.4,34.05,1
-0.0529,0.0788,0.2328,0.375,77.0,66.7,33.61,1
0.2114,0.1825,0.0822,0.751,71.9,69.3,33.88,2
0.0203,-0.0043,-0.0498,0.788,62.8,53.9,34.04,1
0.3727,-0.0638,-0.0992,1.511,69.0,72.0,33.67,5
0.0622,-0.0195,0.0567,0.141,71.3,57.1,34.17,1
0.0178,0.051,0.0256,0.591,68.8,52.8,33.81,1
-0.0398,0.0256,-0.0558,0.16,78.4,56.9,34.78,1
-0.2124,0.0498,0.8155,1.152,69.0,68.3,33.98,4
-0.0663,-0.0636,-0.0027,0.438,56.4,51.7,33.88,1
0.0142,0.0167,0.0071,0.358,73.8,54.0,34.6,1
-0.0052,-0.0108,-0.0162,1.304,70.7,55.4,34.18,3
0.0592,-0.0642,0.0009,0.761,64.1,60.1,33.74,2
0.0189,-0.0396,-0.0327,1.041,67.1,60.9,34.55,2
0.0582,-0.0342,0.0835,1.329,72.2,59.8,33.51,3
0.1661,0.9659,1.1612,2.707,85.2,112.9,33.7,8
-0.0235,0.0436,-0.0473,0.432,68.6,55.5,33.57,1
0.0085,0.0586,-0.0271,1.037,71.0,53.8,34.18,2
-0.6954,0.2994,0.3397,1.382,74.7,70.6,33.59,4
-0.051,0.0841,-0.0128,1.318,61.0,54.8,34.08,3
-0.0856,0.025,-0.0481,0.958,74.0,54.3,34.12,1
-0.5076,-0.5091,0.5171,0.273,64.6,78.4,33.65,1
-0.0394,-0.0946,-0.0164,0.586,65.4,64.5,34.02,1
-0.3222,0.2542,-0.3999,1.116,73.0,77.0,33.83,4
-0.4941,1.5965,-0.4487,2.033,71.7,94.5,33.08,7
0.0251,0.0005,0.0118,1.275,74.0,58.1,34.03,3
-0.8136,-1.2272,-0.4281,1.059,77.6,97.2,33.21,5
-0.0855,-0.0388,0.0279,0.977,75.2,58.2,33.75,3
-0.0621,-0.0271,0.0131,1.471,69.5,61.3,34.0,4
0.0121,0.0061,-0.0903,0.121,73.5,51.8,34.22,1
0.0544,0.032,-0.3455,0.681,66.0,74.2,33.82,3
-0.0468,-0.0139,0.0846,0.99,77.0,55.2,33.95,2
0.9511,0.4785,-2.3835,3.429,87.9,114.0,33.89,8
0.0242,-0.0665,-0.0937,0.053,63.4,59.1,33.89,1
0.4578,-0.3927,0.1167,1.235,79.6,99.9,33.85,6
-0.013,-0.0166,0.0964,1.509,72.8,58.4,33.22,3
-0.1131,0.1399,-0.1706,0.716,69.4,74.8,33.81,3
-0.028,-0.0146,-0.0341,0.768,75.8,55.2,33.61,1
-0.0306,-0.0169,0.0986,0.826,66.6,55.5,34.11,1
0.3556,0.128,-0.4749,1.335,73.7,97.3,33.43,7
-0.3275,-0.7078,0.7231,0.674,73.8,91.9,33.48,4
-0.4827,0.1248,0.2134,0.889,71.1,72.1,33.95,3
-0.1463,0.2646,0.3122,0.96,76.2,75.2,33.4,3
-0.0377,0.0074,-0.0543,0.689,71.0,52.4,34.56,1
0.0764,0.015,0.0594,0.843,74.1,55.5,33.69,1
-0.0633,-0.684,-0.598,1.037,82.9,90.6,33.73,5
0.1289,0.0488,-0.0321,0.908,74.0,58.0,34.38,2
0.11,-0.4365,-0.0409,2.126,82.7,93.1,33.45,7
-0.0714,-0.4186,-0.6595,1.088,67.0,76.3,33.46,3
0.5394,-0.171,0.2056,1.722,71.2,70.3,33.75,6
0.3358,0.1249,0.4974,1.183,64.9,74.2,33.25,4
-0.1544,-0.1148,-0.0433,1.697,77.2,72.7,33.74,5
-0.0239,0.0006,0.029,0.566,70.8,61.2,34.06,1
-0.135,0.257,-0.1125,0.428,72.8,74.4,34.41,2
0.0112,-0.0098,0.0227,0.773,65.3,58.8,33.74,1
0.0306,0.0155,-0.0193,0.751,70.9,67.2,33.67,1
-0.2783,-0.4586,-0.4429,1.6,75.1,66.6,33.12,4
-0.0125,0.0807,-0.408,1.251,68.6,78.8,33.3,5
-0.0689,0.0551,-0.0551,0.371,75.4,43.6,34.22,1
0.0596,-0.0788,0.0336,1.542,73.6,52.6,34.14,3
2.7109,-0.0756,3.242,3.774,76.7,115.5,33.31,8
0.5044,0.0003,0.0426,1.387,72.3,73.8,33.46,4
-0.0715,-0.3245,-0.2209,2.272,72.5,78.9,34.54,7
0.2393,-0.364,-0.0,1.836,76.0,85.7,33.66,7
0.2013,0.044,0.4842,1.553,64.6,68.7,34.0,5
-0.6278,-0.3746,-2.0483,2.102,70.8,90.9,34.12,7
0.4213,0.0197,0.7453,1.465,74.6,96.1,34.4,7
-0.0597,0.0163,-0.021,1.364,76.4,59.9,33.54,3
0.3016,0.0655,0.1333,0.54,70.1,77.6,33.16,2
-0.0283,-0.3013,-0.5978,1.623,72.5,86.1,33.61,6
0.3177,-0.0013,-1.5149,2.785,86.6,96.1,33.66,8
-0.63,0.449,0.5302,1.899,71.0,94.3,33.14,7
-0.3414,1.1776,-0.1355,2.089,88.4,83.1,33.85,7
0.0311,0.0042,0.0168,0.003,68.2,62.0,34.6,1
0.0677,0.0615,-0.0067,1.137,71.1,58.4,33.3,2
0.1678,0.2158,-0.4218,1.489,73.9,72.3,33.67,5
0.07,0.0435,0.0637,1.281,69.4,55.3,34.05,2
0.4055,0.346,0.2167,1.162,74.9,75.1,34.52,5
0.3694,0.0176,0.7991,1.633,62.3,98.0,34.36,7
0.0819,0.0264,-0.0568,0.482,82.2,70.9,33.88,2
-0.0465,-0.0429,-0.0461,1.02,73.9,49.8,34.25,1
0.3331,0.2486,-0.3068,1.277,68.3,72.4,33.66,4
-0.1713,0.327,0.039,2.601,62.2,63.8,33.81,7
0.0572,0.1255,-0.2012,1.64,67.7,67.0,33.8,5
-0.0212,-0.0076,0.0532,0.926,66.2,54.8,33.85,1
-0.0315,0.0325,-0.0146,1.053,67.4,52.1,33.66,1
0.2272,0.1084,0.1208,0.566,70.6,77.0,34.2,3
0.0714,-0.0531,0.0036,1.436,74.4,52.9,34.46,2
0.0214,0.039,0.0163,1.284,71.7,61.4,33.79,3
0.8281,-0.4054,-0.4118,0.037,77.0,69.9,34.1,1
-0.0938,-0.2155,0.2455,0.629,71.5,79.9,34.23,4
0.0043,0.0001,0.028,0.36,74.3,52.1,34.16,1
-0.2616,-0.1449,0.2064,0.51,68.9,84.5,33.86,4
-0.0247,0.0374,-0.0564,0.75,65.1,51.3,34.68,1
-0.0192,-0.0703,-0.0188,0.881,72.7,58.1,34.2,1
-0.0499,-0.0096,-0.019,0.816,62.6,46.4,33.67,1
-0.012,0.0702,-0.0205,0.358,70.6,47.1,33.96,1
0.025,0.04,-0.002,0.273,75.6,51.3,33.98,1
0.0641,-0.2045,0.1369,1.635,77.2,75.2,33.83,6
-0.4497,-0.4694,0.0205,1.668,79.6,97.6,34.22,7
0.3102,-0.0457,0.3909,1.969,78.6,101.6,33.99,8
-0.0344,-0.0639,-0.0683,0.848,63.4,60.9,34.39,2
0.0153,-0.1046,-0.0455,0.285,75.1,57.9,33.41,1
0.2568,-0.1303,-0.2593,0.426,80.0,79.9,33.68,2
-0.0082,0.0743,-0.0144,0.447,71.8,55.4,34.13,1
0.4646,-0.1106,-0.3195,0.518,70.5,75.3,33.41,2
0.0386,-0.0066,-0.0173,1.003,62.8,58.0,34.43,2
-0.1787,0.3368,-0.4238,1.315,82.2,80.2,33.37,5
0.0205,-0.0208,0.0131,0.248,69.4,64.1,34.37,1
-0.0432,0.0138,0.0046,0.661,75.5,56.0,34.38,1
0.1566,0.1599,0.0494,1.273,80.5,67.1,33.63,3
-0.008,0.0577,-0.0765,0.409,69.5,61.0,34.12,1
0.0658,0.1094,0.0314,0.552,69.5,60.5,34.42,1
0.0188,0.0506,-0.0105,0.981,76.5,58.1,33.98,2
0.2874,-0.8706,0.7357,1.85,76.2,100.9,34.09,8
-0.041,0.0269,-0.0868,0.727,72.6,51.6,34.04,1
-0.1172,-0.0573,-0.2793,0.381,71.2,77.4,33.24,1
0.0025,-0.0382,0.0346,0.178,63.4,58.3,34.1,1
0.0864,-0.0576,0.2738,1.144,80.6,68.1,33.89,4
-0.0071,0.0435,-0.0028,1.617,71.9,61.1,33.88,4
-0.0533,0.0328,0.0172,1.143,71.2,60.5,33.82,3
0.0027,-0.008,0.0019,1.961,68.7,66.4,34.43,6
0.1946,-0.7828,-0.0143,3.445,76.8,97.0,34.27,8
0.0659,-0.0104,-0.0203,0.273,74.3,62.4,34.09,1
-0.3899,-0.2453,0.1441,0.368,67.3,76.4,33.7,2
-0.0778,-0.0204,0.0004,0.457,60.4,55.1,34.12,1
-0.0352,-0.0145,0.002,1.4,67.7,58.6,33.76,3
1.1358,1.2087,-0.4019,1.933,77.0,98.8,33.76,7
-0.2099,0.0525,-0.0214,0.436,73.9,71.6,34.05,2
-0.0366,0.0554,0.0186,0.026,68.9,52.3,34.27,1
-2.8252,0.9954,-1.669,1.899,85.0,123.8,33.84,8
-0.909,-0.2914,0.1239,2.471,70.9,101.6,33.48,8
1.5754,1.0914,3.7673,2.309,77.1,111.4,33.61,8
-0.3736,-0.023,-0.097,0.5,74.8,74.3,33.55,2
-0.0209,0.2224,-0.3298,1.471,72.3,75.8,33.52,5
0.0621,-0.0247,0.0498,1.298,63.8,55.6,34.14,3
0.0407,0.0738,0.0343,1.429,69.5,61.1,33.6,4
-0.5968,-0.3483,-0.2204,2.233,73.5,95.9,33.85,8
2.671,0.6478,2.0856,2.682,90.5,110.5,33.76,8
-0.0212,0.1299,-0.0117,1.053,78.5,50.4,34.11,1
0.0076,-0.5496,-0.2961,2.068,77.0,102.4,34.14,8
-0.0331,-0.0437,-0.0378,0.959,65.4,60.2,34.02,2
0.3178,-0.2104,0.0736,1.07,67.5,84.8,33.86,5
-0.08,-0.0895,0.1833,0.895,77.1,71.4,33.89,4
-0.0093,-0.0444,-0.0411,0.206,65.2,48.0,34.76,1
0.0233,-0.0233,-0.0798,0.407,66.2,57.0,33.88,1
-0.1305,0.1659,1.0942,2.282,78.6,91.2,33.58,7
1.2605,-0.5962,-0.4822,1.191,87.3,95.4,34.05,6
-0.0296,0.1442,-0.2327,0.425,67.9,68.7,33.44,1
-0.0877,0.173,-0.0592,0.919,73.2,76.1,33.75,4
-0.0111,-0.017,-0.0063,0.95,61.1,68.1,34.12,2
-0.0103,0.3874,0.1196,1.104,66.1,73.9,33.65,4
1.5333,3.5752,-0.8201,2.792,85.5,109.3,34.03,8
0.1943,-0.4237,-0.2587,1.546,69.0,80.9,33.35,5
-0.139,-0.2743,0.2736,1.401,73.2,81.7,33.75,5
1.5503,0.5916,-1.1134,1.211,77.2,85.5,33.3,4
0.0273,-0.0501,-0.0691,0.625,79.4,55.1,33.78,1
1.692,1.699,-3.3094,1.007,76.8,122.4,33.68,6
0.038,-0.3325,0.2992,1.653,75.4,74.0,33.39,5
-0.2382,0.4947,-0.1189,0.826,78.0,69.6,34.13,3
-0.046,-0.0471,-0.0088,1.34,73.7,48.5,34.13,1
-0.2324,0.2386,0.02,1.405,60.1,75.7,33.37,5
0.0163,0.0941,0.0138,0.225,85.2,57.5,34.58,1
0.0151,0.0805,-0.0666,0.692,70.0,54.8,34.08,1
0.1827,0.1614,-0.0988,0.572,69.1,80.3,33.76,3
0.0236,0.0713,0.001,1.395,73.9,56.3,33.69,3
-0.0161,0.0041,-0.0151,0.005,77.0,59.4,34.15,1
0.0307,0.0165,-0.0382,0.932,64.9,61.0,34.61,2
1.5125,-0.0038,-0.1848,1.923,81.7,98.7,33.59,7
0.235,-0.391,0.0366,0.915,71.5,74.1,33.83,4
-0.2592,-0.2519,0.5113,1.811,72.3,79.6,33.49,6
0.0157,0.1173,-0.0064,0.891,72.3,54.3,33.89,1
-0.0205,0.4363,0.7753,0.855,75.3,95.8,33.96,5
0.0454,-0.0541,-0.0333,0.71,69.7,57.4,33.92,1
0.9214,0.1503,0.0771,1.847,80.7,115.8,33.93,8
-0.0353,-0.0117,0.0037,1.124,68.6,48.9,33.87,1
-0.0358,-0.2465,0.2835,1.608,73.7,70.7,33.73,5
0.6329,0.2369,-2.1695,1.752,80.6,114.0,33.57,7
-0.0453,-0.0311,-0.007,0.611,75.1,48.9,34.47,1
-0.013,0.0349,0.0177,0.653,64.0,45.7,34.51,1
0.0191,-0.5761,0.7876,2.089,76.0,92.7,34.29,7
-0.0479,0.0669,-0.0179,0.427,78.7,50.7,33.97,1
0.0408,-0.0385,0.0433,0.766,69.9,48.0,34.06,1
0.1846,-0.4754,0.0834,1.227,76.8,69.7,34.12,4
-0.298,1.7843,-0.3538,1.769,84.4,111.0,33.3,7
0.2779,0.4061,0.4683,2.772,76.3,74.1,33.82,7
0.4199,-0.5126,-0.1395,0.149,74.7,60.4,33.43,1
0.7018,-0.0185,-0.3718,0.807,78.9,98.5,33.73,5
-0.0245,0.0145,-0.1189,1.919,72.4,51.2,33.57,3
-0.0112,0.0223,-0.1058,0.622,77.0,53.6,34.03,1
-0.0425,0.0079,-0.0313,0.162,70.7,57.3,34.23,1
1.0515,0.4612,1.4516,1.104,71.7,92.1,34.01,5
-1.588,-0.0729,-1.037,1.502,76.7,97.6,33.93,7
0.0097,0.0391,-0.0249,1.505,72.6,57.4,33.76,3
0.1096,0.1068,0.229,1.702,78.6,96.9,33.78,7
0.2854,0.8945,-0.4769,2.141,84.9,97.6,33.12,8
0.0093,0.0498,-0.0812,1.066,72.4,56.8,34.14,3
1.7278,-1.6537,2.8684,1.855,78.7,115.4,34.04,7
0.3286,-0.2899,0.2952,1.447,79.9,81.1,33.61,6
-0.0146,0.0172,0.0681,0.145,62.4,60.5,33.71,1
-0.0721,-0.3347,-0.4188,0.209,65.7,77.4,33.82,1
0.0107,-0.1016,0.5982,0.408,75.0,78.4,33.76,2
0.0041,-0.066,0.0506,1.292,73.6,60.6,34.18,3
-1.3088,-1.2774,-0.237,1.255,76.4,95.0,33.59,6
1.4233,-0.3141,-0.8092,3.077,84.2,113.7,33.73,8
0.0897,0.041,0.0096,1.481,61.9,61.7,33.91,5
0.0182,-0.0122,-0.0438,0.417,74.3,58.3,34.36,1
0.125,0.0187,0.1543,2.218,79.5,81.4,33.76,7
-0.0061,-0.0335,0.0002,0.846,73.7,51.2,33.57,1
0.4715,0.1152,-0.4441,0.435,74.0,69.1,33.65,1
-1.2962,0.4326,0.0541,2.006,76.9,98.9,33.65,7
-0.0472,-0.0388,-0.0365,1.249,67.2,64.0,33.77,3
0.0348,0.01,-0.0229,0.777,62.8,64.2,34.14,2
0.0545,-0.0931,-0.0176,1.295,75.8,52.8,34.23,2
-1.0929,-0.1924,0.5941,2.137,78.6,91.9,33.64,7
-0.0848,-0.0552,-0.1543,0.6,81.1,71.8,33.38,1
0.1182,0.011,0.0423,1.198,73.0,70.1,34.24,4
0.0242,0.0431,0.0625,0.935,82.4,57.4,33.93,2
0.0806,-0.169,-0.3107,1.026,83.8,79.9,33.44,5
2.9524,1.9878,0.2678,2.013,77.4,118.8,33.5,8
0.0307,0.0435,-0.0277,0.684,69.2,47.6,34.02,1
0.338,0.2381,0.2119,0.247,69.2,64.1,33.58,1
2.4015,0.0633,0.1363,2.144,78.2,109.5,33.65,8
-0.0817,0.0101,-0.0375,0.343,74.4,55.7,34.03,1
-0.465,-0.9403,-0.522,1.523,77.3,100.3,33.88,7
2.1538,0.2696,0.1693,1.935,71.6,92.7,33.99,7
0.0732,0.0558,0.0073,0.718,78.1,56.0,34.0,1
-1.1551,0.0828,0.7831,2.51,85.6,99.1,33.3,8
0.0578,-0.2455,0.1084,1.662,59.6,80.2,33.31,6
-0.0082,0.0067,-0.0405,1.055,65.0,61.3,34.2,3
-0.1554,0.0082,-0.3232,0.304,75.0,64.8,33.46,1
-0.3234,-0.1949,-0.0099,1.385,75.2,84.2,33.62,6
0.1411,0.209,0.2789,0.849,72.4,80.1,34.12,3
0.1037,0.0262,0.0707,1.294,73.1,60.7,34.17,3
-0.9089,-2.1501,1.6935,2.376,84.2,108.6,33.64,8
0.0609,0.0092,0.0029,1.229,59.7,55.4,34.11,3
0.44,0.1996,-1.5851,2.699,79.8,114.2,33.64,8
-0.2073,0.335,-0.025,1.922,71.3,78.8,33.86,7
-0.3446,-0.1711,-0.2423,0.691,80.9,83.7,33.67,4
-0.0503,-0.0146,0.0641,0.084,74.4,55.3,34.01,1
-0.0334,-0.018,-0.0298,0.044,65.0,51.0,33.66,1
-0.428,-0.1224,0.5833,2.055,67.4,70.3,33.93,6
-0.2452,-0.0159,0.342,2.154,70.8,84.1,33.76,7
-0.1953,1.0844,-0.2584,2.098,75.1,89.4,33.25,7
-1.3159,-0.1964,-0.7387,2.849,84.1,110.6,33.68,8
-0.0015,0.007,-0.0732,0.153,72.8,55.9,34.29,1
0.0177,0.0181,-0.0111,0.779,71.0,46.7,34.31,1
0.7908,-0.1377,1.2495,2.527,80.7,122.5,33.56,8
0.4199,0.1939,0.1562,0.429,71.6,72.8,33.55,1
0.0902,-0.0027,-0.1201,1.16,62.0,57.5,34.06,3
-0.014,-0.0764,0.0308,1.507,61.3,57.1,34.13,4
-0.6148,2.3761,2.1734,3.201,81.8,109.5,33.63,8
0.0356,0.0447,-0.0628,0.668,69.1,46.7,34.38,1
0.0434,0.0093,-0.0767,1.008,62.8,49.1,34.16,1
-0.0379,-0.0481,0.0501,0.892,70.0,58.4,34.26,1
0.4655,0.1909,-0.1522,1.925,65.9,83.5,33.42,7
-3.7114,1.52,-0.0652,1.8,77.5,112.6,33.25,7
0.1753,-0.2527,0.2622,0.543,76.3,77.7,34.45,3
-0.1792,0.4798,0.0171,0.872,64.7,77.7,33.54,4
0.2841,0.1249,-0.0089,1.537,79.4,86.3,33.74,6
0.1391,-0.074,0.0149,0.912,81.3,45.2,33.48,1
0.2945,-0.8967,-0.2227,1.442,86.0,88.8,33.41,6
0.0686,0.0417,-0.5689,0.847,68.0,76.2,34.21,4
2.8846,0.4568,-1.7711,2.096,87.7,120.4,33.8,8
-0.2521,-0.0905,-0.2269,0.749,78.2,74.0,34.03,3
0.7419,0.1028,-0.4166,0.459,84.4,82.8,33.91,3
-0.0535,-0.0502,-0.007,0.39,69.6,59.4,34.03,1
-0.0317,0.0495,-0.1001,0.435,69.0,53.0,33.86,1
-1.9475,1.2351,-1.0488,2.239,82.0,119.6,33.48,8
0.0479,-0.3747,-0.1903,1.905,82.0,70.0,33.68,6
-0.0109,0.0576,-0.0526,2.077,74.2,57.1,34.37,6
0.399,-0.3386,0.0914,1.348,70.1,78.5,34.04,6
-0.0189,-0.0269,-0.0412,1.315,67.6,58.0,33.64,2
-0.0013,-0.0749,0.0108,0.189,72.0,59.5,33.93,1
1.585,1.1806,2.1454,2.467,75.7,107.5,33.83,8
-0.0242,0.0292,-0.0795,0.887,68.5,54.1,34.08,1
-0.0397,0.0312,0.0174,1.303,66.5,53.9,33.41,2
-0.5083,0.8296,1.7969,2.199,82.7,92.3,33.85,7
-0.0063,0.0203,-0.0509,0.157,67.0,51.9,34.04,1
-0.0177,-0.052,-0.0201,0.028,76.5,53.4,34.33,1
0.0272,-0.0713,-0.0524,1.557,62.1,51.8,34.03,2
1.5542,-0.0606,-0.8696,1.219,83.1,94.2,32.91,5
-0.0156,0.0782,0.0226,0.891,65.6,50.9,33.78,1
0.0153,-0.0446,0.0838,0.809,56.5,60.6,33.63,1
0.8637,-0.9673,-2.3503,2.377,87.9,114.5,33.4,8
-0.1227,0.3242,-0.6576,1.932,78.0,79.3,34.17,7
-4.1696,0.3044,0.7632,1.641,87.8,113.2,33.18,6
-0.0532,-0.0325,0.043,1.01,76.8,60.5,33.6,1
0.0705,-0.4646,0.27,0.327,72.6,68.4,33.88,1
-0.1146,0.0599,0.1853,0.493,71.0,69.5,34.31,2
0.023,0.0189,0.0017,1.048,61.4,61.1,34.45,3
0.4729,0.0217,-0.2766,0.938,77.4,84.0,33.79,5
-0.0518,1.4963,0.2705,1.484,82.6,97.1,33.64,6
-0.0022,0.0205,0.0574,0.912,75.2,58.4,34.03,1
0.2587,1.3964,-0.5844,2.417,76.2,85.8,33.37,7
0.3977,-2.1727,-0.6006,2.358,70.4,91.7,33.49,7
-0.1113,0.2091,-0.1241,2.181,73.3,67.8,33.9,7
-2.0814,-2.455,-2.2935,1.294,76.9,112.4,33.61,6
0.0371,0.0078,0.0171,1.263,73.1,48.9,34.32,2
-0.4756,0.1602,-0.0355,0.597,76.0,73.4,34.07,2
0.0033,-0.0811,0.0463,0.482,70.9,52.1,34.1,1
-0.0598,-0.0064,0.0505,0.807,72.5,58.0,34.0,1
2.5217,-0.1587,0.292,2.176,82.3,107.0,33.69,8
-0.0284,0.0391,0.1369,0.918,77.2,61.8,33.35,2
-0.3119,1.4778,1.4106,1.997,82.8,95.8,33.84,7
0.0431,-0.7715,0.8898,1.855,74.5,97.2,33.53,7
-0.5398,-0.1975,0.2593,1.291,79.5,75.1,33.27,4
-1.0349,-0.1224,-0.0244,2.379,81.9,96.8,33.7,8
-0.0777,0.1774,0.2509,1.819,66.8,73.9,33.07,5
0.0369,0.1322,-0.3099,0.07,63.2,72.4,33.85,1
-0.8526,-1.256,0.357,2.06,71.8,86.4,33.48,7
0.6882,0.3592,-1.6645,0.851,75.8,99.4,33.76,5
-0.0199,-0.0708,-0.5033,1.985,80.2,67.8,33.84,6
-3.6632,-0.8337,-1.4092,2.57,73.1,118.5,34.07,8
-0.0468,0.0127,0.0931,0.577,66.2,51.8,33.77,1
0.7321,-0.6785,-1.0961,0.517,75.6,101.4,33.37,4
-0.1374,0.1833,-0.3544,2.018,62.9,79.5,33.96,7
-0.0323,0.0677,0.0329,0.169,70.2,56.7,33.55,1
-1.091,1.091,0.8785,1.331,78.0,95.7,33.86,6
0.8343,0.6032,-1.1438,1.607,76.0,84.2,33.93,6
0.0385,0.0057,-0.0581,1.607,68.8,58.9,33.88,5
-0.0159,-0.0067,-0.0035,1.616,78.5,60.1,33.47,4
0.2408,0.6699,-0.8483,2.347,81.6,104.4,34.06,8
-0.0625,0.0467,-0.0953,0.863,62.1,53.4,33.64,1
-0.1216,0.4345,0.1738,1.377,70.5,77.7,33.73,5
-0.0744,-0.2976,-0.2643,1.654,79.5,77.2,33.71,6
-0.0102,-0.0331,0.0338,1.142,66.2,56.6,33.98,2
-0.1733,0.9915,-0.5244,1.533,78.3,90.5,34.03,7
0.0154,-0.0763,-0.0198,0.067,70.2,57.1,33.84,1
-0.17,1.3816,-1.2172,2.364,79.7,110.2,33.73,8
-0.0818,0.1287,-0.0088,1.045,75.5,65.6,33.47,3
-0.0563,-0.5768,-0.2283,0.574,77.7,83.0,33.77,3
0.1952,0.3925,0.31,1.674,77.4,72.5,33.62,5
0.0256,-0.0868,-0.039,0.153,77.8,49.2,34.22,1
0.3104,-0.2405,0.0466,0.501,70.8,68.7,33.29,1
0.0324,-0.0315,-0.0319,0.335,66.7,61.6,34.12,1
0.3983,0.1279,-0.1964,0.447,70.9,69.3,33.57,1
0.3502,-0.264,0.3418,0.499,62.0,74.1,33.53,2
-0.706,0.5686,0.2846,1.572,80.6,95.7,33.57,7
0.7499,-0.1179,-3.2389,1.89,77.1,119.1,33.3,8
-0.0449,0.0084,0.0073,1.679,70.2,56.2,33.91,4
-0.2831,1.0249,0.5105,3.417,84.1,115.4,33.22,8
0.4403,0.1448,0.2956,1.815,73.0,70.2,34.25,6
-0.0627,0.0466,0.0,0.396,72.1,61.4,33.86,1
-0.0255,0.0637,-0.0086,0.724,75.6,53.1,34.1,1
1.646,-1.822,-0.4016,2.398,71.2,116.9,33.99,8
0.2123,-0.6613,0.475,1.375,74.3,105.1,34.01,7
-0.0839,0.0142,-0.0127,0.732,68.9,50.9,34.1,1
-0.0109,-0.0186,-0.1232,0.787,74.2,56.5,34.39,1
0.2994,0.0353,-0.3044,2.288,75.3,69.7,33.66,6
-0.9647,0.4453,-0.4465,0.999,77.2,92.2,33.55,5
-0.0137,0.0433,0.0725,0.886,69.4,52.1,33.86,1
0.1811,-1.6814,-0.6878,0.714,76.4,89.8,33.66,3
